,x,y
0,57.06796712803223,85.63816699730742
1,53.42794174896988,89.71219917175698
2,49.731210701319874,87.62483707853265
3,46.51440636733121,84.54333509539674
4,44.874945254464315,77.72252215328052
5,42.92697354554026,78.01550301007033
6,42.017029545944595,76.54532441988054
7,40.078718670195755,75.80870875501424
8,34.66499722982058,72.72281681474199
9,35.08284984120848,73.51574992968406
10,30.37774661050806,69.10715469801524
11,25.89345371576765,62.51698158556502
12,26.129558821144975,62.78749720656953
13,25.641080944589973,57.76149768630702
14,27.584491060326112,58.389168228985234
15,26.59269420426446,55.435556031665975
16,25.604862201820133,58.01479368660004
17,28.76552753169917,63.28191252140041
18,28.757822764445407,63.719336957207986
19,33.790382721798,67.44669661678125
20,34.02592226693718,69.68023408634582
21,46.275645064823095,78.15028895755555
22,52.805507826337774,78.89118866261684
23,57.11400483083461,77.38718032772474
24,66.10915216801791,75.081359971266
25,63.44142929795549,78.40304091314277
26,60.993894102814465,77.32192387159049
27,62.62247993455202,78.65659504164056
28,64.06232319805072,76.03012786773645
29,63.489648186536456,75.40202562436531
30,42.59872232555651,29.205247986609695
31,36.235797598832114,26.399505490213006
32,39.18758199809882,24.102410632780277
33,35.17381747040183,35.30073685822217
34,38.62256825819415,23.681076963558017
35,38.251320638987025,23.173260373232793
36,36.16250505800412,25.189402936246726
37,33.078177135571856,27.937807177445826
38,32.61131553151684,28.971036042270622
39,29.371157389735803,34.560553013015465
40,25.202546315076113,44.039265172110625
41,24.84000530879074,54.09076691440716
42,25.414040754938416,52.131386636095826
43,29.432502259498875,33.248781554157596
44,28.946066829732985,32.24497942789189
45,34.60650488446471,26.054176840407532
46,33.90563663598058,26.81726478545237
47,38.40788015622271,24.55147836654742
48,41.40569867605659,20.490677004183897
49,46.41219080508461,17.31574005953865
50,51.536531413218555,17.02401042464998
51,48.43632998602203,17.27400109842218
52,48.94008801367366,18.13162733942727
53,58.00124589254222,18.587863688653794
54,61.29882021597064,19.409776605342554
55,67.38987047731422,22.14399075583037
56,73.97324275442902,27.286128314544772
57,81.78213133948042,40.87548268700128
58,83.60779552559649,47.741388098258085
59,82.18735138198485,50.46145061076302
60,82.92921320425464,61.67937255601023
61,76.43251534722867,68.26307981427871
62,71.49770587086384,73.40008032510963
63,68.65420884263112,75.9022082752025
64,48.66096531145495,79.24935825177685
65,48.840500243828636,78.94974615172555
66,51.0063901559347,79.63150275742805
67,53.463406404381075,79.93176678315311
68,54.72651782993443,79.49666077314528
69,55.84987005608103,79.31643717915442
70,55.16632721952473,79.31231886158217
71,50.922410644420005,79.57993309290744
72,52.31212887313042,79.33925437894827
73,48.925234369741474,79.28598299498903
74,47.337151715590664,78.91220872775112
75,30.529479406868198,69.2772593167188
76,32.353303709138466,68.51556311725157
77,30.782617343211292,69.54890848885701
78,54.594989224262505,90.84257711604988
79,57.16663305384321,90.5734750398953
80,59.625936682181425,90.11952064252488
81,62.57803962480596,85.92102710049126
82,62.62633862893102,83.06011730398124
83,66.9969904737296,80.74237895114587
84,66.77104529469571,77.15462816600714
85,69.2898654140257,76.05311795151316
86,70.23908523916455,74.53340002218626
87,74.92730060262063,72.02541183849505
88,76.4576203239141,70.79227743494411
89,81.3758093950038,61.933394163089275
90,83.42716887615114,58.8062624774397
91,84.61545913797472,54.3393911338293
92,85.9595268934972,50.159875186127124
93,85.84511341154185,47.74613568174309
94,85.21879667011272,44.23082676672938
95,84.28463920514943,38.69638929112213
96,85.50686444676361,43.6403485660191
97,84.1727175573328,37.35934190183234
98,69.10856958577966,24.056791069787614
99,68.71761024173297,23.007082145815087
100,67.2069692440596,22.033482539158975
101,67.69292097713091,19.649611158349984
102,67.18316740457819,18.659340818528467
103,69.46250288889141,19.684769577636505
104,73.87189920507487,23.19875963128479
105,70.95563254639087,22.875499353038858
106,69.43574594133455,19.89396755303717
107,65.07727051698404,17.855000618212898
108,61.594612252198,17.29523762275057
109,62.446918498468605,17.02941111596438
110,59.34316977667568,16.86087772662853
111,58.78482720248755,17.23275648769208
112,54.167597854215636,16.439540157223654
113,50.607729677821986,16.8155278682162
114,51.93103565642298,17.22459810493291
115,50.093197999961895,16.263834943603868
116,54.35645487626172,16.235371824448322
117,51.91040074188842,16.842821918277235
118,55.19166747855529,17.058094049409856
119,57.43445942909635,16.695207695139917
120,52.39685728352229,16.021838902682063
121,53.2221061446086,15.928840187932243
122,52.43297601154357,15.95252053915224
123,47.32567374280358,16.699938707404367
124,54.960744796475375,15.92764060851665
125,57.10971173838318,16.155685217401228
126,60.7046883882469,16.71678354529561
127,57.809249318852686,16.136912630584934
128,61.95326031562295,17.765005810720595
129,60.24313526132093,17.9646106005066
130,65.53223681543552,18.189501950135213
131,65.89135949688675,18.104740405829485
132,69.62232976174414,19.7642643417024
133,64.286291052659,18.481403715930586
134,65.55098127200833,15.690553511675608
135,62.0033516082804,14.607366043542502
136,36.821411318311014,23.009435005199666
137,41.35785907345377,20.671727780521646
138,85.58359146420844,43.69161838300003
139,50.93756366828214,86.38430319922648
140,49.86514369014443,89.3953785172901
141,48.300473482843806,84.09690050228156
