,x,y
0,54.54715456870804,79.6910162239163
1,54.80106429263652,83.2921638938178
2,52.03561046558724,82.61221136714086
3,51.34402323034055,79.61886286566818
4,48.950819430661404,79.36697110078843
5,44.92362422917362,78.30202409473422
6,42.51771016054536,77.57172251777214
7,41.371232403059565,76.98675042599871
8,36.20503634081272,73.80441503235626
9,37.23182566330829,74.9359323912356
10,32.99250721736065,71.7004544327395
11,26.94913186355697,63.79478512654444
12,28.628372647049243,66.83857837786064
13,25.784128649782833,61.679657418545126
14,26.61807360003216,61.42385895704625
15,24.147646537068496,57.285441383891005
16,25.377280398086548,61.438240825968116
17,26.429018107232306,63.552197360997646
18,28.300461165460945,66.49071275546838
19,32.82554209093543,71.50607934189328
20,34.86319871421797,73.18740023199511
21,48.21268480948979,79.23843069996894
22,53.04080627080122,78.79715360453731
23,54.86170724743383,79.74261763397072
24,64.12581250392321,78.08143955052924
25,62.056962271170455,78.43652002874673
26,60.60269017750947,79.11732633462327
27,59.79816637667299,79.32548231913592
28,62.99806636119796,78.1479355782885
29,63.015670854202696,78.5653689521041
30,38.37160071764228,22.723129241130295
31,34.12328436586343,25.804056206705322
32,39.49993226751531,22.288158721711806
33,33.665724260689956,28.322444560725483
34,38.31284397912144,20.45667837363357
35,38.71361125797296,21.568138315962376
36,36.05036480631847,26.285291183022167
37,29.285313573587096,27.88899980142036
38,31.791347632417718,27.128708343438
39,29.865519367361486,31.72340502963204
40,24.237252992571392,41.76737477564908
41,23.869518339917416,57.56264663742428
42,24.28731603120997,57.53566474218276
43,30.247165604751302,30.97347259593497
44,26.028209158541568,33.06571221840367
45,32.58692399372341,25.94794991633429
46,31.26834162040212,26.701713314715303
47,38.93342247743154,21.966294178740984
48,43.906453799137246,19.83362659398453
49,45.85450616541988,17.039212682959572
50,52.41509003716417,16.198379505924155
51,51.060746930709875,17.978410902662677
52,48.88397207561074,16.365327196207822
53,61.31491318219402,16.652097136690223
54,59.86532358578885,18.452089596171653
55,67.75714820252686,19.559167816713217
56,73.84961777999078,26.132276056213882
57,85.33354907068222,41.9008141809133
58,84.134343417326,51.68580538403442
59,84.69253162895393,54.15769697565839
60,81.57077057046567,64.50006608956937
61,76.24641050917549,71.01974563427608
62,69.7893347590914,75.37514711588042
63,66.4846644666973,77.32706509304971
64,49.44650185026436,79.31043332890705
65,50.481859928604884,79.68504140995883
66,50.655233775594844,79.5780292861689
67,53.548353123367754,79.4707081437732
68,54.73858026796842,79.75524988115237
69,55.7467904049338,79.72500685041008
70,55.38279650874542,79.76463625169622
71,53.21221749253257,79.89234166216234
72,53.0318948650718,79.72954796536517
73,51.55243170548165,79.47754370693731
74,47.02440112081753,78.98335476801884
75,33.2127423698313,71.80641543086817
76,33.340768460795765,71.79710125189918
77,32.39796390753877,71.05260509044918
78,53.35102035495658,84.27819754722809
79,55.61804322980093,84.07978133444718
80,56.00024294838426,82.94002922770704
81,58.055047701443954,79.83446592804044
82,60.61856034581476,78.95883208320737
83,65.18489662587774,77.89253226829368
84,66.62729054942194,77.04666511403776
85,66.2056370621177,77.5203911450489
86,69.02420937565194,76.4491514568443
87,70.99302788447831,74.49881878620968
88,74.76715962074475,72.22039517392608
89,81.25385556798804,64.17707224828476
90,82.62768003489602,62.03091561911033
91,83.00581251561073,56.28235209088525
92,85.64850813989582,52.50970342100859
93,85.0494320099271,50.21120448073267
94,85.4131109173928,44.872965888275814
95,84.06780957944031,38.15042550074372
96,85.95691839576409,46.0208154474911
97,82.72307653738022,39.88552322101313
98,71.2054352484735,21.67377467591908
99,70.8575520427403,21.146039130802443
100,67.58162892575278,19.05982981126201
101,66.57576706661237,19.111471720062752
102,69.28865438529759,20.6847961475707
103,69.37343584508442,19.990820373991504
104,73.78965096645666,22.64795966990376
105,72.43705494447235,23.40227922241347
106,70.96243342403211,20.852233388824466
107,64.70695962291757,18.188579473384383
108,63.54217492899423,17.648362037081778
109,63.850466519490375,18.08131901951177
110,60.33040581556342,16.4654561854322
111,59.18154942887777,16.274923472965884
112,55.02606444489045,16.219257668717287
113,47.83513918663331,18.21889727581263
114,51.02595956827628,16.26647332029238
115,49.1992993750522,16.381720400897596
116,55.25713046000885,15.936050193023712
117,52.048781919934996,16.098460454434868
118,55.99191330794546,15.976508230985457
119,58.182780558957376,16.221014097990434
120,55.76428380649059,15.967527991574501
121,53.63807470185917,17.080603156759217
122,51.88802082679709,15.930866420430103
123,46.25514933570528,17.797812199710112
124,52.53822918143597,15.93560596914137
125,57.707715601211326,16.247542443028042
126,60.439633413348595,16.82883943898344
127,57.0091994657656,16.032344408231467
128,63.56432082521827,18.277569002552323
129,62.119875597587146,16.960138449056704
130,64.90159118869623,17.992477218415893
131,65.41282214176398,18.743359175952975
132,70.58862397167447,20.5671844473874
133,66.90319189330668,18.939661166946994
134,64.94920777214249,17.84172248753364
135,62.13908921411227,16.927101227924563
136,38.65636664337712,23.053012598547713
137,40.2436934233128,19.580532948531257
138,85.96631270163948,45.71128494871025
139,50.543293332826046,79.60686488247437
140,48.97711530721736,82.06766575375457
141,51.642920247976015,79.79120192466554
