,x,y
0,8.198874378302438,13.687987889014916
1,12.551514615804933,19.083886733637144
2,13.428605136249184,19.927944065915188
3,12.654701286759062,22.758004137354757
4,10.619189195163598,27.19759789653962
5,11.651500348552695,31.927446635756358
6,13.65380184694561,31.84016381957648
7,11.910889706517066,32.15147350159992
8,17.164381737039548,40.35562541950819
9,13.429636929522355,40.19417152278728
10,13.944784049038661,43.39858322217297
11,14.692533282716182,45.37440949855983
12,11.894499801972184,48.790056865786525
13,16.47128845112031,50.85380260308089
14,14.696536488691487,53.592232858684966
15,14.435501390871808,58.33670003409332
16,15.520148853849326,61.869005643135786
17,14.027904608321302,63.271787608632756
18,15.388471127648266,65.37641124022566
19,17.28953833103981,65.9547136414281
20,13.924109449648881,66.67427413889042
21,18.2399202342411,60.4463968796167
22,18.080140901466063,57.23274907195024
23,18.425891231733527,56.05264653894759
24,19.996932015082166,50.1892797309072
25,19.7427506910077,54.8723136642942
26,22.21870943098788,46.14847264920752
27,22.26363425984198,48.035687489481745
28,20.411164121511206,42.62192033860614
29,20.45810847361821,43.30414887499444
30,23.115927871439414,37.313881901303645
31,23.690277680796537,34.352513622304535
32,24.41825427379815,36.436078749640636
33,25.51210938741423,27.572737071805822
34,23.045764316517285,24.20312972444942
35,24.804429753478313,30.664306855107643
36,21.387260452190684,23.934488942642883
37,26.415386144256786,19.574409493031702
38,26.6195078628017,64.23761868410439
39,27.27989422557432,65.58059644460872
40,26.403786753848344,63.15609119513059
41,24.273287996480015,58.584090683500634
42,23.156608726355184,57.284880476497584
43,22.932200804213508,53.69822459409246
44,22.46981857401855,48.582828825422595
45,22.32929088068629,47.14996138962355
46,22.70559511791518,41.679475953717585
47,23.21416133013178,40.28584916387216
48,23.80128698059628,38.21501742628847
49,24.752870224668122,32.806390117937674
50,25.022489384090658,35.10532181056536
51,24.895218985204494,32.10360588494138
52,27.190719803445635,30.61097406061567
53,25.225030541347344,29.146720999835903
54,26.28354828058604,28.275501967811362
55,23.57124206060459,24.54626556281111
56,33.651792249164636,72.22398929607141
57,31.421413131016628,70.26728572490235
58,32.336782396481595,71.46673441331677
59,26.961558326871128,64.44726185778433
60,23.45393263189612,58.25893237432673
61,22.407886349687498,47.36781011034172
62,23.19707232396337,39.35918581899476
63,25.00408272472932,34.714749687788796
64,27.987061156334477,29.583168133442705
65,30.054923059670095,26.90794676168349
66,29.584113540949893,27.634080987794714
67,37.109497265575065,20.719934121612415
68,35.42540547232815,22.15135847814806
69,34.40027005457932,22.58273501302994
70,39.70101616130669,19.43409034533173
71,57.74980102710806,78.79515974212518
72,50.19636126445699,77.23353792948137
73,37.44916415254214,71.97869146618456
74,26.990395745704372,64.20067757396329
75,22.296023375618365,52.92157246752172
76,22.738801321962164,43.69826964264577
77,22.795207664214487,40.734422364234824
78,29.427540546238646,27.806262852647556
79,31.4132385006587,25.57917650273788
80,43.14397920740715,17.979189975886353
81,45.81791025883102,17.217445419499143
82,54.02361127402833,15.906570984309965
83,62.098854211605385,16.815602907970863
84,63.24070731935312,17.164856590890537
85,75.78590273726748,71.49953708354187
86,78.02322881660676,68.06695172177238
87,80.59786234623098,66.09754808620673
88,84.90146674625059,55.12786585726644
89,86.08446369623282,50.53681739097232
90,85.59619593588373,40.66032887662485
91,84.59697878508925,37.60399901529258
92,81.14653939962334,29.96608603618671
93,77.16718561011089,25.02784593712917
94,77.49355619986511,25.8406825348691
95,77.60102765837536,25.681047598081744
96,76.45581304849308,24.47327706904925
97,77.07313586685258,24.819280690815237
98,78.03186754442739,26.151809525225357
99,80.86316816636122,18.782852120978074
100,84.59097352952664,21.618992493200448
101,90.5204815238135,20.551538129266927
102,86.46896327474678,25.55262139535213
103,89.72556439282752,33.331323226592936
104,89.867915606072,38.08556888425003
105,88.12263693334411,41.35817049540712
106,88.3192692955956,45.00874886577032
107,88.02665814596115,48.69451136169983
108,90.35133593643985,50.72096599280496
109,89.92223773997259,53.237956831440734
110,93.37292370416397,60.47562608875807
111,94.87146720236281,61.04511747060941
112,40.35954586072843,76.19653957131459
113,54.475914882487864,77.3734136452412
114,31.28317334958739,69.4293759893616
115,27.82331830049482,64.84928916755192
116,25.270012492566114,34.098469328168484
117,31.024743857310543,25.816323558297757
118,42.15560365983139,18.28696687883924
119,45.172172550191775,17.151624144322117
120,52.469339212666526,15.842945004968122
121,56.25637740194972,15.907515027805514
122,60.815965280624994,16.286458907576744
123,35.20143562204125,73.33380872453998
124,28.23118854350578,66.54969295552414
125,76.76068098433169,70.74727112607125
126,90.13650866212804,35.98372699761563
127,86.97986378743748,29.947455029584955
128,93.69495487858867,40.80345454872692
129,90.41435585780633,46.71283941201256
130,86.04058086077366,28.062590465219255
131,76.39334386214777,25.01180921980492
132,86.25255143196839,26.316127557186597
133,84.07523615191688,59.501521360686496
134,22.009507902296615,45.004251685834376
135,22.90505698342587,40.588542801472826
136,77.98108124455648,26.25797807612877
137,78.39590844561924,27.14207449217335
138,80.74982513722344,29.958452529645143
139,83.95144685723136,35.50064322503436
140,93.58167524561357,52.956236113860385
141,92.9785213968461,56.57294910240969
